avg_q_to_ctx_similarity,max_q_to_ctx_similarity,avg_gt_to_ctx_similarity,max_gt_to_ctx_similarity,retrieval_diversity,ndcg@k,context_relevance,context_coverage,semantic_similarity,answer_question_relevance,answer_length,length_ratio,key_term_coverage,faithfulness_score,min_sentence_support,unsupported_sentences,is_relevant,should_answer,correct_abstention,incorrect_abstention,hallucination,question,category,generated_answer
0.6301547686258951,0.674124002456665,0.4746575852235158,0.5298645496368408,0.2862681349118551,0.9894972631632526,0.6666666666666666,0.5298645496368408,0.5778913497924805,0.7984098196029663,45,0.9,0.15789473684210525,0.6996943056583405,0.6628971695899963,0,1,1,0,0,0,What is (are) Colorectal Cancer ?,Gastrointestinal,"Colorectal cancer is a type of cancer that originates from the lining of the colon and rectum, which are two sections of the large intestine. It refers to both forms of colon cancer (colon cancer) and rectal cancer (rectal cancer), collectively known as colorectal cancer."
0.43381616473197937,0.438840389251709,0.39660786588986713,0.45030543208122253,0.22896993160247803,0.9642573737888679,0.0,0.45030543208122253,0.8443167209625244,0.8038104176521301,38,0.8085106382978723,0.22727272727272727,0.33155785501003265,0.32339048385620117,2,0,1,0,0,1,What causes Dry Eye ?,Unrelated,"Dry eye is caused by reduced tear production in the eyes due to inflammation or structural changes. This leads to discomfort, irritation, and potentially visual impairment when the tears do not adequately lubricate the surface of the eye."
0.6754080851872762,0.6971146464347839,0.5335535208384196,0.5452801585197449,0.23418597380320227,0.9865674456136275,1.0,0.5452801585197449,0.5495850443840027,0.7881564497947693,69,0.8414634146341463,0.2,0.6615566809972128,0.6238840222358704,0,1,1,0,0,0,What is (are) Kidney Disease ?,Kidney/Renal,"Kidney disease refers to any impairment of kidney function that leads to damage to the clusters of small blood vessels in the kidneys, known as the glomerulus. This can occur due to various underlying diseases and conditions, including diabetes, high blood pressure, glomerulonephritis, interstitial nephritis, prolonged obstruction of the urinary tract, and recurrent kidney infections. Additionally, certain inherited kidney diseases and vesicoureteral reflux can also contribute to kidney disease."
0.5113022327423096,0.5157985687255859,0.3589126467704773,0.3940649628639221,0.26191798845926917,0.9748392596728974,0.0,0.3940649628639221,0.5582704544067383,0.7976539134979248,93,4.428571428571429,0.1111111111111111,0.5414444357156754,0.4836370050907135,2,1,1,0,0,0,What is (are) High Blood Cholesterol ?,Cardiovascular,"High blood cholesterol refers to having a high level of low-density lipoprotein (LDL) cholesterol, commonly referred to as ""bad"" cholesterol. It is the type of cholesterol that is primarily responsible for the formation of plaque within the arteries, a condition known as atherosclerosis. High levels of LDL cholesterol can contribute to the narrowing and hardening of the arterial walls, which can restrict blood flow to various parts of the body, including the heart. This can lead to several adverse health effects, including an increased risk of heart attack, stroke, and other cardiovascular complications."
0.6835360725720724,0.6958338022232056,0.6465246876080831,0.6609577536582947,0.3259835044542948,0.992053522443906,1.0,0.6609577536582947,0.5933937430381775,0.6711747646331787,152,1.6888888888888889,0.391304347826087,0.29061181594928104,-0.0971410796046257,11,1,1,0,0,0,What are the symptoms of Kidney Disease ?,Kidney/Renal,"Kidney diseases can manifest differently, but some common symptoms include:

1. **High blood pressure** - This symptom often comes after other symptoms such as fatigue, confusion, shortness of breath, and nausea/vomiting. It's a major indicator of kidney damage because high blood pressure can lead to further damage to the kidneys over time.

2. **Swelling in feet, ankles, hands, or eyes** - This condition occurs when fluid builds up around the body, making these areas look puffy. It can also affect the face, causing a ""puffiness"" appearance under the eyes. This is called edema and can indicate underlying kidney issues.

3. **Foamy urine** - This symptom indicates that there is too much protein in the urine, which could be caused by kidney disease. Protein in the urine can raise the risk of developing kidney disease.

4. **Confusion or difficulty thinking** - Some people with kidney disease experience cognitive changes, including confusion, memory problems,"
0.5766003529230753,0.6431885957717896,0.5059304038683573,0.5951769351959229,0.3912123541037241,0.9356603345358445,0.3333333333333333,0.5951769351959229,0.42414796352386475,0.6847563982009888,86,0.303886925795053,0.17073170731707318,0.31259427761489694,-0.10711362957954407,6,1,1,0,0,0,What to do for Cirrhosis ?,Gastrointestinal,"For cirrhosis prevention:

1. Avoid alcohol consumption.
2. Follow a healthy diet rich in fruits, vegetables, whole grains, and lean proteins.
3. Control your weight through regular exercise and a balanced diet.
4. Practice safe sex to prevent hepatitis.
5. Consider getting vaccinated against hepatitis B and C if exposed to the virus.

In addition, maintaining a healthy weight, reducing the intake of simple sugars and refined carbohydrates, avoiding sugary drinks, limiting alcohol, and engaging in regular physical activity are all beneficial strategies for preventing cirrhosis."
0.6095498402913412,0.6389005184173584,0.6427358786265055,0.7106704115867615,0.37851178646087646,0.9380922165138718,1.0,0.7106704115867615,0.6272783875465393,0.7418314814567566,157,0.08880090497737557,0.4,0.222367865432586,-0.07630495727062225,10,1,1,0,0,0,What are the treatments for Kidney Disease ?,Kidney/Renal,"The treatments for Kidney Disease depend on several factors including the stage of kidney disease, underlying causes of the disease, and individual patient preferences. Generally, treatments include:

1. Medications: Various medications are prescribed to manage symptoms, regulate blood pressure, control cholesterol, and treat other underlying conditions that contribute to kidney disease. These medications can be used either alone or in combination.

2. Lifestyle changes: Maintaining a healthy diet rich in fruits, vegetables, whole grains, lean proteins, and low-fat dairy products while limiting processed foods and saturated fats can improve kidney health.

3. Dietary adjustments: Avoiding excessive protein intake, reducing sodium intake, and drinking plenty of water can help manage fluid balance and kidney function.

4. Fluid management: Drinking enough fluids to prevent dehydration but avoiding excessive consumption of alcohol, caffeine, and sugary drinks.

5. Blood pressure management: Using medication if necessary to control high blood pressure, which can further damage the kidneys.

6. Preventive care: Regular check-ups"
0.6701315442721049,0.73816978931427,0.7333566745122274,0.8054202795028687,0.2583072781562805,0.987671375053068,1.0,0.8054202795028687,0.7558263540267944,0.7363402247428894,163,0.9588235294117647,0.5,0.46538222829500836,0.2320268452167511,4,1,1,0,0,0,What is (are) Lung Cancer ?,Respiratory,"(Lung Cancer) is a malignant disease characterized by the uncontrolled proliferation of abnormal cells in the lungs. These cells form tumors and can invade surrounding tissues, causing damage to the body's organs and systems. The development of lung cancer is primarily associated with smoking, but exposure to environmental factors such as radon and asbestos has also been linked to its onset.

The diagnosis of lung cancer typically involves a combination of clinical symptoms, imaging studies like CT scans, PET scans, bronchoscopy, and biopsy. Biopsy, a procedure involving removing a sample of tissue from the affected area, is essential for confirming the presence of cancerous cells. 

Treatment options vary depending on the type and stage of the cancer, the patient's overall health status, and individual preferences. Early-stage lung cancer often responds well to surgery followed by chemotherapy or radiation therapy. However, advanced stages may require targeted therapies, immunotherapy, or palliative care to manage symptoms and prolong life. Palliative care focuses on managing pain, discomfort"
0.30802781383196515,0.3141312599182129,0.15953069925308228,0.19665858149528503,0.6770221044619877,0.9517288655527154,0.0,0.19665858149528503,0.45259422063827515,0.7499117851257324,145,0.23387096774193547,0.30612244897959184,0.17525314592889377,0.045813944190740585,7,0,1,0,0,1,What is (are) Medicare and Continuing Care ?,Unrelated,"Medicare is a government-run health insurance program in the United States that provides coverage for hospitalization, skilled nursing facility care, hospice services, home health care, and outpatient treatment. It is funded through payroll taxes on workers and employers.

Continuing care facilities refer to senior living communities that offer residential care, healthcare services, and support services for residents. These types of facilities may also provide meals, housekeeping, laundry services, transportation, and social activities. The goal is to provide a safe, secure, comfortable environment for seniors while ensuring their health and well-being is maintained.

In summary, Medicare covers most costs associated with hospital stays and skilled nursing facility care, but continuing care facilities are typically self-funding, meaning that residents pay for their own room and board. It is important for individuals considering these options to understand the specific care and support provided within each type of facility."
0.6756706039110819,0.7066491842269897,0.6697759429613749,0.7762056589126587,0.26632626851399743,1.0,1.0,0.7762056589126587,0.7247493267059326,0.7351510524749756,142,1.7530864197530864,0.47619047619047616,0.5685927867889404,0.32988590002059937,2,1,1,0,0,0,What is (are) Heart Failure ?,Cardiovascular,"Heart failure refers to the inability of the heart to pump enough blood throughout the body. It can occur due to several reasons, including:

  * Damaged or weakened heart muscles
  * Narrowed or thickened coronary arteries leading to reduced blood flow to the heart
  * High blood pressure
  * Damage to the heart's valves or other heart structures
  * Congenital heart defects that prevent proper functioning of the heart
  * Inflammation or inflammation of the heart muscle

Heart failure can result in symptoms such as shortness of breath, fatigue, dizziness, swelling, and chest pain. It is often accompanied by fluid accumulation in the lungs, leading to shortness of breath upon breathing and coughing.

The severity and progression of heart failure depend on the underlying cause. Early detection and appropriate management are crucial for improving outcomes and reducing complications associated with heart failure."
0.6754363576571146,0.7008882164955139,0.631577213605245,0.7117880582809448,0.18925305207570398,1.0,1.0,0.7117880582809448,0.7715829610824585,0.7376028895378113,56,0.05737704918032787,0.24,0.6137082477410635,0.4664056599140167,1,1,1,0,0,0,What causes Causes of Diabetes ?,Endocrine/Metabolic,"Type 1 diabetes is caused by the destruction of the insulin-producing (islet) cells in the pancreas. Prediabetes is associated with abnormal processing of sugar by the body, leading to increased blood sugar levels. Metabolic syndrome is linked to both conditions and is characterized by a combination of factors including overweight or obesity, inactivity, and insulin resistance."
0.3991470734278361,0.4347010552883148,0.37969908118247986,0.41193658113479614,0.5880479067564011,1.0,0.0,0.41193658113479614,0.8115983605384827,0.7247864007949829,85,0.1551094890510949,0.2653061224489796,0.38485705852508545,0.3363633155822754,3,0,1,0,0,1,What is (are) Dry Eye ?,Unrelated,"Dry Eye is the condition characterized by decreased tear production and/or reduced quality of tear film that results in ocular discomfort, impaired vision, and potentially complications. It is a frequent symptom of multiple underlying conditions, particularly those affecting the eye, such as glaucoma, uveitis, corneal diseases, and systemic diseases like diabetes, Sjögren’s syndrome, thyroid disease, and lupus. The specific cause(s) vary depending on the underlying condition; however, factors contributing to dry eye include occlusion of the tear ducts, excessive blinking, and inflammation of the eyelids."
0.5340423385302225,0.5404518842697144,0.6353104909261068,0.7415070533752441,0.3978593548138937,0.9601630103761799,1.0,0.7415070533752441,0.6608369946479797,0.7625455856323242,152,0.04782882315921964,0.3,0.41715060733258724,0.1936795860528946,6,1,1,0,0,0,What are the treatments for Asthma ?,Respiratory,"Treatments for asthma include:

  * Medications: These are used to control inflammation and reduce the frequency of asthma attacks. Common medications include corticosteroids, leukotriene modifiers, and beta-agonists.
  * Lifestyle modifications: These involve avoiding triggers and engaging in physical activity to maintain a healthy weight and improve lung function.
  * Inhaled bronchodilators: These are used to relieve symptoms by relaxing the muscles around the airways, making it easier to breathe.
  * Immunotherapy: This involves exposing patients to small amounts of substances that cause allergic reactions to build tolerance and reduce symptoms.
  * Nebulized medications: These are administered through a雾化器吸入装置, delivering a higher dose of medication directly into the lungs.

It's important to work closely with healthcare providers to develop a personalized treatment plan that addresses the specific needs and triggers of each individual patient. Regular monitoring and adjustments to treatment as needed are crucial for optimal control of asthma symptoms and overall quality"
0.7208041548728943,0.7453345060348511,0.66340172290802,0.76186203956604,0.3089772860209147,1.0,1.0,0.76186203956604,0.7750945687294006,0.8355540037155151,142,0.39664804469273746,0.6041666666666666,0.4440817884169519,0.02956486865878105,3,1,1,0,0,0,What causes Cardiomyopathy ?,Cardiovascular,"Cardiomyopathy occurs when there is damage or stress on the heart muscle. Causes of cardiomyopathy can include:

  * Family history of cardiomyopathy, heart failure, and sudden cardiac arrest.
  * High blood pressure, conditions affecting the heart, obesity, long-term alcohol misuse, illicit drug use, treatment with certain chemotherapy medicines and radiation for cancer, thyroid disease, storage of excess iron in the body, called hemochromatosis, build-up of a certain protein in organs, called amyloidosis, the growth of small patches of inflamed tissue in organs, called sarcoidosis, connective tissue disorders.
  * Genetic factors, such as mutations in specific genes that can increase the risk of cardiomyopathy.
  * Age-related changes, such as aging itself being associated with increased risk for developing cardiomyopathy.
  * Physical trauma, such as injuries sustained in car accidents or sports injuries.
  * Environmental factors, such as exposure to toxins or chemicals.
  *"
0.7460777958234152,0.7588584423065186,0.7332356770833334,0.7468634843826294,0.22709413369496667,0.9960582368921255,1.0,0.7468634843826294,0.8144614696502686,0.7884939908981323,135,1.1065573770491803,0.425,0.538374524563551,0.3598993420600891,5,1,1,0,0,0,What causes Alzheimer's Disease ?,Neurological,"Alzheimer's disease is caused by a combination of genetic, lifestyle, and environmental factors that affect the brain over time. The exact causes are not fully understood, but scientists believe that for most people, Alzheimer's disease is caused by a combination of genetic, lifestyle, and environmental factors that affect the brain over time. In less than 1% of people, Alzheimer's is caused by specific genetic changes that almost guarantee a person will develop the disease. For people in this group, the disease usually begins in middle age. The disease begins years before the first symptoms. The damage most often starts in the region of the brain that manages memory. The loss of neurons spreads in a somewhat predictable pattern to other regions of the brain. By the late stage of the disease, the brain has shrunk."
0.5338869690895081,0.5558102130889893,0.4800516664981842,0.5748403668403625,0.5287341574827831,1.0,0.6666666666666666,0.5748403668403625,0.7792981266975403,0.7288549542427063,134,0.5877192982456141,0.5,0.25176195190711453,-0.10390142351388931,8,1,1,0,0,0,What are the treatments for Gout ?,Musculoskeletal,"The treatment options for Gout depend on several factors, including the severity of the condition, the duration of the attack, and any underlying medical conditions. Some common treatments for Gout include:

1. Medications: Nonsteroidal anti-inflammatory drugs (NSAIDs), such as ibuprofen or naproxen, can relieve pain and reduce inflammation in the affected joint. However, they should be used cautiously due to their potential side effects, particularly in elderly patients or those with renal impairment.

2. Allopurinol: This medication helps decrease the production of uric acid in the body by inhibiting the activity of an enzyme that converts purine into uric acid.

3. Pyridoxal-5-phosphate (PLP): This medication is used to treat gout when non-steroidal anti-inflammatory drugs (NSAIDs) are ineffective. PLP can also help in preventing future attacks by stabilizing urate crystals within the joint.

4. Uricosuria"
0.5459964871406555,0.5731419920921326,0.3632066349188487,0.38991832733154297,0.3996616999308268,0.9744485332172688,0.0,0.38991832733154297,0.8019415140151978,0.789048969745636,163,0.6150943396226415,0.3695652173913043,0.18484446767251939,-0.03702621906995773,16,1,1,0,0,0,What are the treatments for Lung Cancer ?,Respiratory,"Treatment options for lung cancer vary depending on its stage (severity) and location. Here are some common treatment approaches:

1. Surgery: This involves removing part or all of the lung affected by cancer. The surgery might involve making a incision through the ribs or the breastbone (sternum), opening the chest cavity, and cutting the tumor out along with nearby tissue.

2. Radiation therapy: In this approach, high-energy radiation is used to kill cancer cells directly. It is sometimes combined with surgery to treat certain types of lung cancer.

3. Chemotherapy: This is a type of medicine that kills rapidly dividing cells like those found in tumors. It can be administered intravenously or taken orally.

4. Targeted therapy: This uses drugs designed specifically to target and destroy cancer cells while sparing normal cells. It is often used in combination with chemotherapy.

5. Immunotherapy: This uses the immune system to fight against cancer. It involves giving the patient drugs that stimulate the immune system to"
0.7460777958234152,0.7588584423065186,0.7192188501358032,0.7317566871643066,0.22709413369496667,0.9920434438843054,1.0,0.7317566871643066,0.7381476163864136,0.7951524257659912,70,0.14112903225806453,0.2653061224489796,0.7225453853607178,0.6640596985816956,0,1,1,0,0,0,What causes Alzheimer's Disease ?,Neurological,"Alzheimer's disease is caused by a combination of genetic, lifestyle and environmental factors that affect the brain over time. The specific causes of Alzheimer's disease are complex and involve multiple steps, including the accumulation of abnormal proteins and the dysfunction of neural signaling pathways. While the exact underlying mechanisms remain unknown, research suggests that a combination of genetic, environmental, and lifestyle factors interact to cause the development of Alzheimer's disease."
0.6545989513397217,0.6668223142623901,0.6802547176678976,0.8049048781394958,0.3589666485786438,1.0,1.0,0.8049048781394958,0.8325888514518738,0.7654007077217102,76,0.2037533512064343,0.4583333333333333,0.5845543384552002,0.16878312826156616,1,1,1,0,0,0,What is (are) Bronchitis ?,Respiratory,"Bronchitis is an inflammation of the lining of the bronchial tubes, which carry air to and from the lungs. It is characterized by symptoms such as coughing, chest pain, fever, and difficulty breathing. There are two main types of bronchitis: acute and chronic. Acute bronchitis is caused by viruses, while chronic bronchitis is caused by smoking and/or exposure to environmental irritants. Treatment options include rest, hydration, and medications like corticosteroids, antibiotics, and decongestants to relieve symptoms."
