avg_q_to_ctx_similarity,max_q_to_ctx_similarity,avg_gt_to_ctx_similarity,max_gt_to_ctx_similarity,retrieval_diversity,avg_bm25_score,max_bm25_score,semantic_similarity,answer_question_relevance,rouge1_f,rouge2_f,rougeL_f,bert_score_precision,bert_score_recall,bert_score_f1,is_relevant,should_answer,correct_abstention,incorrect_abstention,hallucination,question,category,confidence_score,retrieval_confidence,answer_confidence
0.5407273570696512,0.5411555767059326,0.4970595637957255,0.5047789812088013,0.20778805017471313,0.026028980807212592,0.5780126970863638,0.636217474937439,0.6446229219436646,0.30769230769230765,0.06201550387596899,0.12307692307692308,0.8046753406524658,0.8290449380874634,0.8166783452033997,True,True,False,False,False,What are the symptoms of Kidney Disease ?,Kidney/Renal,0.6303097,0.5212284,0.7393909454345703
0.6212916771570841,0.6877777576446533,0.501785417397817,0.5705836415290833,0.3984595537185669,0.3666197782682774,1.0998593348048322,0.4293866455554962,0.6548702716827393,0.30769230769230765,0.03949730700179534,0.14669051878354203,0.8092303276062012,0.7920252084732056,0.8005353808403015,True,True,False,False,False,What to do for Cirrhosis ?,Gastrointestinal,0.6896261,0.57071924,0.8085330247879028
0.5176800886789957,0.5261480808258057,0.5575260023276011,0.696323812007904,0.588890681664149,0.912153337856039,1.7045458026721312,0.7806860208511353,0.7437264919281006,0.12936880542514345,0.04177545691906005,0.06990088680229525,0.8462018966674805,0.8170369863510132,0.8313637375831604,True,True,False,False,False,What are the treatments for Kidney Disease ?,Kidney/Renal,0.64774007,0.5090391,0.7864410281181335
0.6940770943959554,0.721454381942749,0.5813427865505219,0.6340986490249634,0.38532366355260217,0.44158449920942905,0.6869774499343125,0.6880679726600647,0.7546378374099731,0.28524590163934427,0.09210526315789473,0.1672131147540984,0.8140033483505249,0.8106443881988525,0.812320351600647,True,True,False,False,False,What is (are) Lung Cancer ?,Respiratory,0.73055875,0.62086195,0.84025559425354
0.33170562982559204,0.3686518371105194,0.2043658047914505,0.2414923906326294,0.7379460632801056,0.5049256474882339,1.0516581355550652,0.16939431428909302,0.2535012364387512,0.0416156670746634,0.007361963190184049,0.02937576499388005,0.7621203064918518,0.7397212982177734,0.7507538199424744,False,False,True,False,False,What is (are) Medicare and Continuing Care ?,Unrelated,0.4282384,0.4282384,0.0
0.5017135242621104,0.5314725637435913,0.46680428584416706,0.5095971822738647,0.33010743061701453,0.0,0.0,0.6887179017066956,0.6714299917221069,0.2926829268292683,0.10784313725490197,0.17073170731707316,0.8089343309402466,0.8806560039520264,0.8432729244232178,True,True,False,False,False,What is (are) Heart Failure ?,Cardiovascular,0.6439238,0.50110334,0.7867442727088928
0.6533512075742086,0.6910765171051025,0.5759716629981995,0.6686813831329346,0.3376873334248861,0.21778129404490812,0.27596915790864424,0.6762819290161133,0.7471537590026855,0.31065088757396453,0.05777777777777778,0.1390532544378698,0.8193468451499939,0.7925630807876587,0.8057324886322021,True,True,False,False,False,What causes Causes of Diabetes ?,Endocrine/Metabolic,0.7329248,0.59122294,0.8746267437934875
0.32101964950561523,0.332897424697876,0.37905389070510864,0.4558032155036926,0.5920130809148152,0.1658841567148394,0.4976524701445182,0.09376584738492966,0.0018409397453069687,0.04694835680751174,0.0,0.028169014084507043,0.7798752188682556,0.7532526850700378,0.7663328051567078,False,False,True,False,False,What is (are) Dry Eye ?,Unrelated,0.4241329,0.4241329,0.0
0.5990736484527588,0.6248160004615784,0.49811785419782,0.5401332378387451,0.18587394555409753,0.022903836421655555,0.041151398405941564,0.6991918087005615,0.7106667160987854,0.13359309768995267,0.037872458925090495,0.05956025605343723,0.821592390537262,0.7652419209480286,0.7924166321754456,True,True,False,False,False,What are the treatments for Asthma ?,Respiratory,0.62738943,0.55521435,0.6995644450187684
0.46484556794166565,0.5232812762260437,0.39803903301556903,0.4136140048503876,0.577826331059138,0.0,0.0,0.36145007610321045,0.4322681427001953,0.09333333333333334,0.008928571428571428,0.053333333333333344,0.7966799736022949,0.7274091243743896,0.7604703903198242,True,False,False,True,False,What causes Cardiomyopathy ?,Cardiovascular,0.4838195,0.4838195,0.0
0.7944919268290201,0.8092067837715149,0.7795625527699789,0.8502480983734131,0.20129760106404626,0.14133707022347766,0.1751688603894791,0.7608883380889893,0.7774963974952698,0.33532934131736525,0.08016032064128256,0.187624750499002,0.8204155564308167,0.8624933958053589,0.8409283757209778,True,True,False,False,False,What causes Alzheimer's Disease ?,Neurological,0.78893834,0.7088739,0.8690027832984925
0.4047280450661977,0.4292854368686676,0.3426591753959656,0.4570167660713196,0.8356265773375829,0.0,0.0,0.2648865282535553,0.2509463131427765,0.1059190031152648,0.018808777429467086,0.056074766355140186,0.7777882814407349,0.7729381322860718,0.7753556370735168,True,False,False,True,False,What are the treatments for Gout ?,Musculoskeletal,0.4566342,0.4566342,0.0
0.6082150936126709,0.6100221872329712,0.38317805528640747,0.39831262826919556,0.12220799922943115,-0.4142308734275206,-0.23985370791260552,0.5517895817756653,0.7193441987037659,0.3055555555555556,0.027874564459930314,0.15625,0.8005354404449463,0.8222110271453857,0.8112285137176514,True,True,False,False,False,What are the treatments for Lung Cancer ?,Respiratory,0.63934696,0.5606765,0.7180173635482788
0.7944919268290201,0.8092067837715149,0.7062172691027323,0.796607255935669,0.20129760106404626,0.14133707022347766,0.1751688603894791,0.7598670721054077,0.8061232566833496,0.45041705282669137,0.10027855153203342,0.18535681186283595,0.8326470851898193,0.8340835571289062,0.8333646655082703,True,True,False,False,False,What causes Alzheimer's Disease ?,Neurological,0.8026652,0.7088739,0.8964564442634582
0.646698534488678,0.7198210954666138,0.6917076508204142,0.7466303110122681,0.2614412109057108,0.08371893473832959,0.1450752116365887,0.7685161828994751,0.6823289394378662,0.5021156558533145,0.1386138613861386,0.19746121297602257,0.8494600653648376,0.7886810302734375,0.8179429769515991,True,True,False,False,False,What is (are) Bronchitis ?,Respiratory,0.7185447,0.5885697,0.84851975440979
0.5597430864969889,0.572899341583252,0.4532521963119507,0.5485320091247559,0.48167183001836145,0.2551262290124355,0.5455981053092027,0.5537683367729187,0.7321571111679077,0.31958762886597936,0.03626943005181347,0.14948453608247422,0.8145108222961426,0.8244979381561279,0.819473922252655,True,True,False,False,False,What is (are) Kidney Disease ?,Kidney/Renal,0.68129635,0.53185827,0.830734407901764
0.4238306979338328,0.45247185230255127,0.4212108949820201,0.5206553936004639,0.5653618474801381,0.3015124837388576,0.9045374512165727,0.319349467754364,0.22489647567272186,0.05454545454545455,0.0,0.03636363636363636,0.7616759538650513,0.8219287991523743,0.7906560897827148,True,False,False,True,False,What to do for Short Bowel Syndrome ?,Gastrointestinal,0.46480486,0.46480486,0.0
0.4938214222590129,0.49770548939704895,0.4183236062526703,0.46288710832595825,0.45358594258626306,0.5422747064404324,1.052588824467339,0.11562158912420273,0.2307491898536682,0.07407407407407408,0.0057306590257879654,0.045584045584045586,0.7740265130996704,0.7145255208015442,0.7430868148803711,True,False,False,True,False,What are the symptoms of Sleep Apnea ?,Respiratory,0.49693367,0.49693367,0.0
0.672695517539978,0.7014312744140625,0.6005285382270813,0.660955011844635,0.2971830566724142,0.388146459618244,1.1441416925243748,0.6920905113220215,0.6934343576431274,0.3179916317991632,0.13025210084033614,0.1799163179916318,0.8294533491134644,0.7610276937484741,0.7937686443328857,True,True,False,False,False,What is (are) Colorectal Cancer ?,Gastrointestinal,0.7089563,0.60474914,0.813163447380066
0.6286848584810892,0.6318811178207397,0.5856436888376871,0.6766561269760132,0.33653199672698975,0.20549641225791412,0.5528579062056322,0.6673152446746826,0.668375551700592,0.2938271604938271,0.04950495049504951,0.13086419753086417,0.7963851690292358,0.772309422492981,0.7841625809669495,True,True,False,False,False,Who is at risk for Diabetes? ?,Endocrine/Metabolic,0.69560415,0.57384914,0.8173591375350953
0.6533512075742086,0.6910765171051025,0.5042928755283356,0.5589938163757324,0.3376873334248861,0.21778129404490812,0.27596915790864424,0.5641237497329712,0.7332472801208496,0.40236686390532544,0.10671936758893281,0.15976331360946744,0.8317153453826904,0.763453483581543,0.7961238622665405,True,True,False,False,False,What causes Causes of Diabetes ?,Endocrine/Metabolic,0.7308738,0.59122294,0.8705247402191163
0.6743690172831217,0.6991575360298157,0.4747045437494914,0.5538725852966309,0.3658239245414734,0.356262444838863,0.7425835562366102,0.6910727024078369,0.720207691192627,0.2983870967741935,0.008130081300813009,0.12096774193548386,0.8167226910591125,0.8627331256866455,0.8390977382659912,True,True,False,False,False,What are the treatments for COPD ?,Respiratory,0.6625414,0.6059909,0.719091820716858
0.672695517539978,0.7014312744140625,0.501119981209437,0.6400848031044006,0.2971830566724142,0.388146459618244,1.1441416925243748,0.5570471286773682,0.6971203088760376,0.20512820512820515,0.04145077720207253,0.1435897435897436,0.8011336326599121,0.8464416861534119,0.823164701461792,True,True,False,False,False,What is (are) Colorectal Cancer ?,Gastrointestinal,0.72086203,0.60474914,0.8369749426841735
0.4687809745470683,0.4773634672164917,0.3602013786633809,0.38987088203430176,0.2842997511227926,0.3665074797393359,0.5681551772933048,0.19310054183006287,0.3468708395957947,0.07547169811320754,0.0,0.05031446540880504,0.7770566940307617,0.8012248277664185,0.7889556884765625,True,False,False,True,False,Who is at risk for Urinary Tract Infections in Children? ?,Kidney/Renal,0.48490623,0.48490623,0.0
0.6533512075742086,0.6910765171051025,0.5042928755283356,0.5589938163757324,0.3376873334248861,0.21778129404490812,0.27596915790864424,0.6125924587249756,0.7465441226959229,0.3590243902439025,0.09384164222873902,0.16195121951219513,0.8273957967758179,0.770480751991272,0.7979246377944946,True,True,False,False,False,What causes Causes of Diabetes ?,Endocrine/Metabolic,0.7278764,0.59122294,0.8645299911499023
0.7561612526575724,0.7978308200836182,0.5225176612536112,0.6041488647460938,0.3139259616533915,0.06533417738806674,0.10606844347300469,0.6057496070861816,0.7656106352806091,0.2193548387096774,0.006493506493506493,0.1290322580645161,0.8083573579788208,0.8604391813278198,0.8335855603218079,True,True,False,False,False,How to diagnose COPD ?,Respiratory,0.7566451,0.6732759,0.8400143623352051
0.48886855443318683,0.6073956489562988,0.43252302209536236,0.51630699634552,0.5547240575154622,0.34172524828113154,0.7914539659671466,0.2911210060119629,0.3122016191482544,0.12075471698113208,0.015209125475285173,0.09056603773584906,0.7815936803817749,0.7868592739105225,0.7842176556587219,True,False,False,True,False,What is (are) Celiac Disease ?,Gastrointestinal,0.49813446,0.49813446,0.0
0.44868141412734985,0.4748998284339905,0.4446617166201274,0.48555490374565125,0.3595018684864044,0.2910220890566026,0.8116636371833683,0.036510780453681946,0.22284197807312012,0.08764940239043825,0.008032128514056226,0.055776892430278883,0.7833588123321533,0.7932127118110657,0.7882550358772278,False,False,True,False,False,Who is at risk for Cataract? ?,Unrelated,0.47574306,0.47574306,0.0
0.3972352246443431,0.40348121523857117,0.29414958755175274,0.3021736741065979,0.6327989498774211,0.0,0.0,0.19903862476348877,0.2636248767375946,0.04594180704441042,0.0,0.030627871362940283,0.7854220271110535,0.7314879894256592,0.757496178150177,True,False,False,True,False,How to diagnose Cystic Fibrosis ?,Respiratory,0.45341372,0.45341372,0.0
0.714969257513682,0.715246856212616,0.43262265125910443,0.49828946590423584,0.2664949893951416,0.35994384345077934,0.8455134882344608,0.4874080419540405,0.6945168972015381,0.18487394957983194,0.022535211267605635,0.11764705882352941,0.7775369882583618,0.7963782548904419,0.786844789981842,True,True,False,False,False,Who is at risk for Osteoporosis? ?,Endocrine/Metabolic,0.73099554,0.63691777,0.8250733852386475
0.5671974619229635,0.6101956367492676,0.5159361958503723,0.6183282136917114,0.5372803409894307,0.5774764426593362,0.9306564069673071,0.7398149967193604,0.8215973377227783,0.22527472527472528,0.049723756906077346,0.0879120879120879,0.7961995005607605,0.7995251417160034,0.7978588938713074,True,True,False,False,False,What are the complications of Wilson Disease ?,Endocrine/Metabolic,0.6933166,0.53713197,0.8495012521743774
0.5000719428062439,0.5301147103309631,0.27588531374931335,0.4121273458003998,0.3910984992980957,0.2207539523322987,0.5688575163806053,0.35348984599113464,0.6549503803253174,0.28301886792452835,0.06635071090047392,0.15566037735849056,0.8150597214698792,0.8046178817749023,0.809805154800415,True,True,False,False,False,Who is at risk for Gout? ?,Musculoskeletal,0.6612737,0.5002655,0.8222818851470948
0.48428016901016235,0.5110288858413696,0.4371178050835927,0.4997401237487793,0.4969639380772909,0.6024088747413355,1.4247344925842949,0.08681480586528778,0.15632933378219604,0.1509433962264151,0.025477707006369428,0.0880503144654088,0.7815859913825989,0.7816106081008911,0.7815983295440674,False,False,True,False,False,What are the symptoms of Endometrial Cancer ?,Unrelated,0.4924462,0.4924462,0.0
0.7079547246297201,0.739171028137207,0.6535140872001648,0.7232670187950134,0.3803152640660604,0.3834854131180063,1.150456239354019,0.8027468323707581,0.8069992065429688,0.19032258064516128,0.029126213592233007,0.08709677419354839,0.8086010217666626,0.8628489971160889,0.8348446488380432,True,True,False,False,False,How to diagnose Stroke ?,Neurological,0.75569105,0.6328299,0.8785522103309631
0.44633187850316364,0.46670791506767273,0.45970269044240314,0.5450893044471741,0.7684574872255325,0.328919028612844,0.5585470111193815,0.3415217697620392,0.2899318039417267,0.0979381443298969,0.010362694300518135,0.041237113402061855,0.7911338806152344,0.7299685478210449,0.7593214511871338,True,False,False,True,False,How to prevent Heart Attack ?,Cardiovascular,0.4746432,0.4746432,0.0
0.46460651357968646,0.49484148621559143,0.5097090899944305,0.5236648321151733,0.47379207611083984,0.4244345992875937,1.0245302635917273,0.4203088879585266,0.40880846977233887,0.09125475285171103,0.011450381679389313,0.053231939163498096,0.7875998020172119,0.7241288423538208,0.7545318603515625,True,False,False,True,False,What to do for Polycystic Kidney Disease ?,Kidney/Renal,0.4831177,0.4831177,0.0
0.6775789459546407,0.7341607213020325,0.5689347783724467,0.6638809442520142,0.37432434161504113,0.08870156472216613,0.11040892281336906,0.7125939130783081,0.7370479702949524,0.3823529411764706,0.05093833780160858,0.13636363636363635,0.8115168213844299,0.8337514996528625,0.8224839568138123,True,True,False,False,False,How to prevent Diabetes ?,Endocrine/Metabolic,0.7321819,0.6095154,0.8548483371734619
0.39350032806396484,0.43565917015075684,0.4418594539165497,0.4875408411026001,0.6462609867254894,0.047380804644825046,0.07490479260387213,0.2500861883163452,0.2540806233882904,0.08088235294117647,0.007407407407407408,0.0588235294117647,0.7794116735458374,0.7723709344863892,0.7758753299713135,True,False,False,True,False,What is (are) Meningitis ?,Neurological,0.45221993,0.45221993,0.0
0.5047961672147115,0.6035298705101013,0.5116692185401917,0.6447129249572754,0.40055926640828454,0.35476817425381796,0.5610050044824539,0.6690160036087036,0.6985272765159607,0.34257748776508967,0.09492635024549918,0.1435562805872757,0.8256991505622864,0.7294337749481201,0.7745869755744934,True,True,False,False,False,Who is at risk for Atrial Fibrillation? ?,Cardiovascular,0.63447344,0.5052206,0.7637263774871825
0.36707692344983417,0.3825110197067261,0.3457791705926259,0.47030502557754517,0.5901759763558705,0.12520062395576223,0.1946597527242634,0.3403300344944,0.21481046080589294,0.06896551724137931,0.0,0.04597701149425288,0.7766118049621582,0.751862645149231,0.7640368342399597,True,False,False,True,False,What to do for Gallstones ?,Gastrointestinal,0.44138327,0.44138327,0.0
0.6553005774815878,0.6702514886856079,0.5193902850151062,0.5276301503181458,0.07999869187672937,-0.14848042783549156,-0.08477934059422212,0.5560963153839111,0.7453155517578125,0.2258292166549047,0.029681978798586573,0.10726887791107977,0.8037217855453491,0.8055902719497681,0.8046549558639526,False,True,False,False,True,How to diagnose Anxiety Disorders ?,Unrelated,0.6823344,0.59202033,0.772648549079895
0.6406238873799642,0.7398977279663086,0.5057873129844666,0.7073534727096558,0.2437211275100708,0.20901262357546846,0.5622376513874547,0.7696203589439392,0.7429404258728027,0.2790224032586558,0.05510204081632654,0.1364562118126273,0.819953441619873,0.8251373767852783,0.8225372433662415,True,True,False,False,False,What are the treatments for Colorectal Cancer ?,Gastrointestinal,0.6732867,0.5859693,0.7606040239334106
0.4167250494162242,0.4587443768978119,0.26785744229952496,0.27732226252555847,0.46511044104894006,0.1471847554599339,0.44155426637980166,0.03414388746023178,0.15136438608169556,0.054644808743169404,0.0,0.04371584699453552,0.7691740989685059,0.7737329602241516,0.7714468240737915,True,False,False,True,False,What is (are) Hemorrhoids ?,Gastrointestinal,0.46192178,0.46192178,0.0
0.48150011897087097,0.4892391562461853,0.4358481764793396,0.4558238387107849,0.4670292536417643,0.1096528477878545,0.3289585433635635,0.22154191136360168,0.29875442385673523,0.078125,0.0,0.0625,0.7828214168548584,0.7845757007598877,0.7836975455284119,True,False,False,True,False,How to diagnose Heart Failure ?,Cardiovascular,0.4909419,0.4909419,0.0
0.6085561513900757,0.6187174916267395,0.5636735757191976,0.5870594382286072,0.198202391465505,0.3419236197176105,0.6360474692806111,0.6716222763061523,0.6585555076599121,0.22222222222222224,0.0,0.11111111111111112,0.800437331199646,0.8331777453422546,0.816479504108429,True,True,False,False,False,What are the symptoms of Diabetes ?,Endocrine/Metabolic,0.68186694,0.5609496,0.8027842521667481
0.6565627257029215,0.7144025564193726,0.6142526268959045,0.6848882436752319,0.4130675594011942,0.2579602497488093,0.5214365249945262,0.760553240776062,0.7425940632820129,0.3927125506072874,0.08924949290060853,0.15789473684210525,0.8359953165054321,0.8270053267478943,0.8314760327339172,True,True,False,False,False,How to prevent Alzheimer's Disease ?,Neurological,0.72111255,0.59426737,0.847957706451416
0.6549312273661295,0.7021656036376953,0.6797481377919515,0.6934429407119751,0.23701516787211097,-0.09552257508289373,-0.041638744226662576,0.7458323240280151,0.7131794691085815,0.3789868667917448,0.0903954802259887,0.17636022514071292,0.8312866687774658,0.854946494102478,0.8429505825042725,True,True,False,False,False,What is (are) Rheumatoid Arthritis ?,Musculoskeletal,0.71747905,0.59286237,0.8420957326889038
0.45793433984120685,0.47427618503570557,0.39256051182746887,0.5102422833442688,0.445545494556427,0.45015805384415947,1.1932498065854702,0.25735437870025635,0.30552107095718384,0.09090909090909091,0.017142857142857144,0.06818181818181818,0.7898385524749756,0.7758018970489502,0.7827572822570801,True,False,False,True,False,What to do for Kidney Dysplasia ?,Kidney/Renal,0.47988546,0.47988546,0.0
0.6018249988555908,0.6545032858848572,0.6201938390731812,0.6879194974899292,0.4472852945327759,0.6525188701675901,1.53693151199253,0.7223314046859741,0.7314344644546509,0.24840764331210194,0.09615384615384616,0.14649681528662423,0.8318652510643005,0.8812249898910522,0.8558340072631836,True,True,False,False,False,What are the symptoms of Rheumatoid Arthritis ?,Musculoskeletal,0.6932477,0.5582207,0.8282746195793151
0.5614315271377563,0.6116519570350647,0.4612902104854584,0.5009403228759766,0.4371942480405172,0.35657332150520077,0.912598290976535,0.7175866365432739,0.7706850171089172,0.37083993660855785,0.0699523052464229,0.15213946117274166,0.8372255563735962,0.7762959599494934,0.8056103587150574,True,True,False,False,False,What are the complications of Ulcerative Colitis ?,Gastrointestinal,0.6738682,0.5335474,0.8141889095306396
0.7305712501207987,0.7490062713623047,0.6535984476407369,0.7352848052978516,0.4287698268890381,0.5863805040711011,1.4660128577370553,0.7824532985687256,0.7887876629829407,0.22271714922049,0.058165548098434015,0.111358574610245,0.8090875744819641,0.8601051568984985,0.833816647529602,True,True,False,False,False,How to prevent COPD ?,Respiratory,0.76744366,0.6501418,0.8847455501556396
0.5924334724744161,0.6004188656806946,0.6030883193016052,0.6721082925796509,0.46769601106643677,0.104149947369907,0.11749329879481751,0.7520716786384583,0.6964160799980164,0.3972602739726027,0.11467889908256883,0.1963470319634703,0.8201775550842285,0.8320642113685608,0.8260781764984131,True,True,False,False,False,Who is at risk for Kidney Disease? ?,Kidney/Renal,0.6859849,0.5510044,0.8209653854370118
0.6549312273661295,0.7021656036376953,0.6511375109354655,0.6629028916358948,0.23701516787211097,-0.09552257508289373,-0.041638744226662576,0.763603687286377,0.7133122682571411,0.42236024844720493,0.09968847352024922,0.17391304347826086,0.8429982662200928,0.8427583575248718,0.8428782820701599,True,True,False,False,False,What is (are) Rheumatoid Arthritis ?,Musculoskeletal,0.71790147,0.59286237,0.8429405331611632
0.4080520570278168,0.4197100102901459,0.26754113535086316,0.3296718895435333,0.6496941049893696,0.4618281867419882,1.267397604483856,0.038914311677217484,0.33203864097595215,0.06857142857142856,0.0,0.045714285714285714,0.7712679505348206,0.7861472368240356,0.7786364555358887,True,False,False,True,False,What are the treatments for Balance Problems ?,Neurological,0.45792356,0.45792356,0.0
